target,malaria,target_renamed,malaria_renamed,T-cid,M-cid,T-lig,M-lig,T-gene,M-gene,pubchem_cid,smiles,blast_evalue,blast_alignment_length,blast_bit_score,blast_percent_identity,ligand_D,M_D_align_evalue,M_D_rmsd,M_D_align_len,3d_align_evalue,3d_rmsd,3d_align_len
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,M,M,,,,,,,2.8299999999999997e-60,213,189.0,43.192,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,B,D,,,,,,,4.48e-52,231,168.0,39.394,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,B,C,,,,,,,2.99e-41,189,140.0,39.153,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,B,E,,,,,,,1.96e-37,212,131.0,32.547,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,D,D,,,,,,,5.9e-84,244,250.0,49.18,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,D,E,,,,,,,1.94e-39,236,137.0,33.898,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,D,C,,,,,,,6.1e-39,178,135.0,38.764,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,E,E,,,,,,,3.36e-89,241,263.0,53.942,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,E,C,,,,,,,1.4900000000000001e-43,232,147.0,38.793,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,E,D,,,,,,,1.46e-37,212,131.0,33.962,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,F,E,,,,,,,3.44e-37,244,131.0,33.197,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,F,D,,,,,,,1.23e-36,245,129.0,33.469,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,F,C,,,,,,,2.8e-32,180,118.0,38.889,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,G,C,,,,,,,8.73e-44,245,148.0,34.286,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,G,E,,,,,,,5.25e-35,193,125.0,35.233,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,G,D,,,,,,,6.56e-30,215,112.0,31.628,,,,,,,
