,Bit_score,Alignment_Length,Query_ID,Title,Alignment_Score,Subject_ID,E_value,Subject_Chain,target_name,malaria_name,target_id,malaria_id,resolution,pdbid,title,expmethod,lignme,glytoucan,cids,protacxns,geneids,pmid,dois,pmcids,pclids,citations,pubchem_cid
149,65.5,219.0,3MY0_1|Chains, Calcium-dependent protein kinase 4 [Plasmodium falciparum],26.027,pdb|4RGJ|A,6.51e-12,Chain A,3MY0,4RGJ,1,A,2.65,3MY0,Crystal structure of the ACVRL1 (ALK1) kinase domain bound to LDN-193189,X-RAY DIFFRACTION,LDN,,25195294,P37023,94,25557927.0,10.1007/s10456-014-9457-y,PMC4363482,2704496.0,2015; 18(2):209-217,25195294
150,47.8,253.0,3MY0_1|Chains, CGMP-dependent protein kinase [Plasmodium falciparum],25.296,pdb|5DYK|A,4.62e-06,Chain A,3MY0,5DYK,1,A,2.65,3MY0,Crystal structure of the ACVRL1 (ALK1) kinase domain bound to LDN-193189,X-RAY DIFFRACTION,LDN,,25195294,P37023,94,25557927.0,10.1007/s10456-014-9457-y,PMC4363482,2704496.0,2015; 18(2):209-217,25195294
151,76.6,233.0,3NRC_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],24.893,pdb|3AM3|A,4.7e-16,Chain A,3NRC,3AM3,1,A,2.101,3NRC,Crystal Structure of the Francisella tularensis enoyl-acyl carrier protein reductase (FabI) in complex with NAD+ and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21045289.0,10.1107/s1744309110039862,PMC3001642,28224340.0,"Mehboob S, Truong K, Santarsiero BD, Johnson ME. Structure of the<i>Francisella tularensis</i>enoyl-acyl carrier protein reductase (FabI) in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2010 Oct 27;66(11):1436–40. doi: 10.1107/s1744309110039862.",5564
152,74.7,233.0,3NRC_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],25.322,pdb|1UH5|A,2.25e-15,Chain A,3NRC,1UH5,1,A,2.101,3NRC,Crystal Structure of the Francisella tularensis enoyl-acyl carrier protein reductase (FabI) in complex with NAD+ and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21045289.0,10.1107/s1744309110039862,PMC3001642,28224340.0,"Mehboob S, Truong K, Santarsiero BD, Johnson ME. Structure of the<i>Francisella tularensis</i>enoyl-acyl carrier protein reductase (FabI) in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2010 Oct 27;66(11):1436–40. doi: 10.1107/s1744309110039862.",5564
153,74.3,233.0,3NRC_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],24.464,pdb|1VRW|A,3.55e-15,Chain A,3NRC,1VRW,1,A,2.101,3NRC,Crystal Structure of the Francisella tularensis enoyl-acyl carrier protein reductase (FabI) in complex with NAD+ and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21045289.0,10.1107/s1744309110039862,PMC3001642,28224340.0,"Mehboob S, Truong K, Santarsiero BD, Johnson ME. Structure of the<i>Francisella tularensis</i>enoyl-acyl carrier protein reductase (FabI) in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2010 Oct 27;66(11):1436–40. doi: 10.1107/s1744309110039862.",5564
154,73.9,233.0,3NRC_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],24.464,pdb|2OL4|A,3.96e-15,Chain A,3NRC,2OL4,1,A,2.101,3NRC,Crystal Structure of the Francisella tularensis enoyl-acyl carrier protein reductase (FabI) in complex with NAD+ and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21045289.0,10.1107/s1744309110039862,PMC3001642,28224340.0,"Mehboob S, Truong K, Santarsiero BD, Johnson ME. Structure of the<i>Francisella tularensis</i>enoyl-acyl carrier protein reductase (FabI) in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2010 Oct 27;66(11):1436–40. doi: 10.1107/s1744309110039862.",5564
155,72.0,233.0,3NRC_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],24.893,pdb|3AM5|A,1.66e-14,Chain A,3NRC,3AM5,1,A,2.101,3NRC,Crystal Structure of the Francisella tularensis enoyl-acyl carrier protein reductase (FabI) in complex with NAD+ and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21045289.0,10.1107/s1744309110039862,PMC3001642,28224340.0,"Mehboob S, Truong K, Santarsiero BD, Johnson ME. Structure of the<i>Francisella tularensis</i>enoyl-acyl carrier protein reductase (FabI) in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2010 Oct 27;66(11):1436–40. doi: 10.1107/s1744309110039862.",5564
156,65.9,141.0,3NRC_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],31.206,pdb|1NHG|A,9.29e-13,Chain A,3NRC,1NHG,1,A,2.101,3NRC,Crystal Structure of the Francisella tularensis enoyl-acyl carrier protein reductase (FabI) in complex with NAD+ and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21045289.0,10.1107/s1744309110039862,PMC3001642,28224340.0,"Mehboob S, Truong K, Santarsiero BD, Johnson ME. Structure of the<i>Francisella tularensis</i>enoyl-acyl carrier protein reductase (FabI) in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2010 Oct 27;66(11):1436–40. doi: 10.1107/s1744309110039862.",5564
157,106.0,320.0,3OIF_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],27.187,pdb|3AM3|A,6.860000000000001e-27,Chain A,3OIF,3AM3,1,A,2.6,3OIF,Crystal Structure of Enoyl-ACP Reductases I (FabI) from B. subtilis (complex with NAD and TCL),X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P54616,939379,21185310.0,10.1016/j.jmb.2010.12.003,,18096105.0,"Kim KH, Ha BH, Kim SJ, Hong SK, Hwang KY, Kim EE. Crystal structures of Enoyl-ACP reductases I (FabI) and III (FabL) from B. subtilis. J Mol Biol. 2011 Feb 25;406(3):403–15. doi: 10.1016/j.jmb.2010.12.003. PMID: 21185310.",5564
158,106.0,320.0,3OIF_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],27.5,pdb|1UH5|A,7.45e-27,Chain A,3OIF,1UH5,1,A,2.6,3OIF,Crystal Structure of Enoyl-ACP Reductases I (FabI) from B. subtilis (complex with NAD and TCL),X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P54616,939379,21185310.0,10.1016/j.jmb.2010.12.003,,18096105.0,"Kim KH, Ha BH, Kim SJ, Hong SK, Hwang KY, Kim EE. Crystal structures of Enoyl-ACP reductases I (FabI) and III (FabL) from B. subtilis. J Mol Biol. 2011 Feb 25;406(3):403–15. doi: 10.1016/j.jmb.2010.12.003. PMID: 21185310.",5564
159,105.0,320.0,3OIF_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],27.5,pdb|2OL4|A,9.79e-27,Chain A,3OIF,2OL4,1,A,2.6,3OIF,Crystal Structure of Enoyl-ACP Reductases I (FabI) from B. subtilis (complex with NAD and TCL),X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P54616,939379,21185310.0,10.1016/j.jmb.2010.12.003,,18096105.0,"Kim KH, Ha BH, Kim SJ, Hong SK, Hwang KY, Kim EE. Crystal structures of Enoyl-ACP reductases I (FabI) and III (FabL) from B. subtilis. J Mol Biol. 2011 Feb 25;406(3):403–15. doi: 10.1016/j.jmb.2010.12.003. PMID: 21185310.",5564
160,105.0,320.0,3OIF_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],27.5,pdb|1VRW|A,9.79e-27,Chain A,3OIF,1VRW,1,A,2.6,3OIF,Crystal Structure of Enoyl-ACP Reductases I (FabI) from B. subtilis (complex with NAD and TCL),X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P54616,939379,21185310.0,10.1016/j.jmb.2010.12.003,,18096105.0,"Kim KH, Ha BH, Kim SJ, Hong SK, Hwang KY, Kim EE. Crystal structures of Enoyl-ACP reductases I (FabI) and III (FabL) from B. subtilis. J Mol Biol. 2011 Feb 25;406(3):403–15. doi: 10.1016/j.jmb.2010.12.003. PMID: 21185310.",5564
161,104.0,320.0,3OIF_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],27.5,pdb|3AM5|A,3.5400000000000003e-26,Chain A,3OIF,3AM5,1,A,2.6,3OIF,Crystal Structure of Enoyl-ACP Reductases I (FabI) from B. subtilis (complex with NAD and TCL),X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P54616,939379,21185310.0,10.1016/j.jmb.2010.12.003,,18096105.0,"Kim KH, Ha BH, Kim SJ, Hong SK, Hwang KY, Kim EE. Crystal structures of Enoyl-ACP reductases I (FabI) and III (FabL) from B. subtilis. J Mol Biol. 2011 Feb 25;406(3):403–15. doi: 10.1016/j.jmb.2010.12.003. PMID: 21185310.",5564
162,85.1,225.0,3OIF_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],29.778,pdb|1NHG|A,7.64e-20,Chain A,3OIF,1NHG,1,A,2.6,3OIF,Crystal Structure of Enoyl-ACP Reductases I (FabI) from B. subtilis (complex with NAD and TCL),X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P54616,939379,21185310.0,10.1016/j.jmb.2010.12.003,,18096105.0,"Kim KH, Ha BH, Kim SJ, Hong SK, Hwang KY, Kim EE. Crystal structures of Enoyl-ACP reductases I (FabI) and III (FabL) from B. subtilis. J Mol Biol. 2011 Feb 25;406(3):403–15. doi: 10.1016/j.jmb.2010.12.003. PMID: 21185310.",5564
163,87.8,237.0,3PJD_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],26.16,pdb|3AM3|A,4.31e-20,Chain A,3PJD,3AM3,1,A,2.5,3PJD,Structure of ENR G93A mutant-NAD+-Triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
164,85.9,237.0,3PJD_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],25.738,pdb|1UH5|A,1.9e-19,Chain A,3PJD,1UH5,1,A,2.5,3PJD,Structure of ENR G93A mutant-NAD+-Triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
165,85.1,237.0,3PJD_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],24.473,pdb|1VRW|A,4.43e-19,Chain A,3PJD,1VRW,1,A,2.5,3PJD,Structure of ENR G93A mutant-NAD+-Triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
166,84.7,237.0,3PJD_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],24.473,pdb|2OL4|A,5.08e-19,Chain A,3PJD,2OL4,1,A,2.5,3PJD,Structure of ENR G93A mutant-NAD+-Triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
167,84.0,237.0,3PJD_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],25.738,pdb|3AM5|A,8.66e-19,Chain A,3PJD,3AM5,1,A,2.5,3PJD,Structure of ENR G93A mutant-NAD+-Triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
168,70.5,139.0,3PJD_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],30.216,pdb|1NHG|A,2.25e-14,Chain A,3PJD,1NHG,1,A,2.5,3PJD,Structure of ENR G93A mutant-NAD+-Triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
169,86.7,237.0,3PJE_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],25.738,pdb|3AM3|A,1.11e-19,Chain A,3PJE,3AM3,1,A,2.5,3PJE,Structure of ENR G93S mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
170,84.7,237.0,3PJE_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],25.316,pdb|1UH5|A,4.55e-19,Chain A,3PJE,1UH5,1,A,2.5,3PJE,Structure of ENR G93S mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
171,83.6,237.0,3PJE_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],24.051,pdb|1VRW|A,1.31e-18,Chain A,3PJE,1VRW,1,A,2.5,3PJE,Structure of ENR G93S mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
172,83.6,237.0,3PJE_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],24.051,pdb|2OL4|A,1.58e-18,Chain A,3PJE,2OL4,1,A,2.5,3PJE,Structure of ENR G93S mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
173,82.8,237.0,3PJE_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],25.316,pdb|3AM5|A,2.4e-18,Chain A,3PJE,3AM5,1,A,2.5,3PJE,Structure of ENR G93S mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
174,68.9,139.0,3PJE_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],29.496,pdb|1NHG|A,6.18e-14,Chain A,3PJE,1NHG,1,A,2.5,3PJE,Structure of ENR G93S mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
175,86.7,237.0,3PJF_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],25.738,pdb|3AM3|A,9.66e-20,Chain A,3PJF,3AM3,1,A,1.9,3PJF,Structure of ENR G93V mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
176,84.7,237.0,3PJF_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],25.738,pdb|1UH5|A,4.83e-19,Chain A,3PJF,1UH5,1,A,1.9,3PJF,Structure of ENR G93V mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
177,84.0,237.0,3PJF_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],24.051,pdb|1VRW|A,1.22e-18,Chain A,3PJF,1VRW,1,A,1.9,3PJF,Structure of ENR G93V mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
178,83.6,237.0,3PJF_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],24.051,pdb|2OL4|A,1.48e-18,Chain A,3PJF,2OL4,1,A,1.9,3PJF,Structure of ENR G93V mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
179,82.8,237.0,3PJF_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],25.738,pdb|3AM5|A,2.49e-18,Chain A,3PJF,3AM5,1,A,1.9,3PJF,Structure of ENR G93V mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
180,68.9,139.0,3PJF_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],29.496,pdb|1NHG|A,5.94e-14,Chain A,3PJF,1NHG,1,A,1.9,3PJF,Structure of ENR G93V mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
181,65.5,319.0,3PRS_1|Chain, plasmepsin IV [Plasmodium falciparum],25.078,pdb|1LS5|A,4.93e-12,Chain A,3PRS,1LS5,1,A,1.38,3PRS,Endothiapepsin in complex with ritonavir,X-RAY DIFFRACTION,GOL|1PE|PGE|DMS|RIT,,62551|753|392622|679|8172,P11838|1GVU_A|1EED_P,,22213702.0,10.1002/cmdc.201100490,,22164987.0,"Behnen J, Köster H, Neudert G, Craan T, Heine A, Klebe G. Experimental and computational active site mapping as a starting point to fragment-based lead discovery. ChemMedChem. 2012 Feb 06;7(2):248–61. doi: 10.1002/cmdc.201100490. PMID: 22213702.",392622
182,65.5,319.0,3PRS_1|Chain, Proplasmepsin IV [Plasmodium falciparum],25.078,pdb|5JOD|A,7.65e-12,Chain A,3PRS,5JOD,1,A,1.38,3PRS,Endothiapepsin in complex with ritonavir,X-RAY DIFFRACTION,GOL|1PE|PGE|DMS|RIT,,62551|753|392622|679|8172,P11838|1GVU_A|1EED_P,,22213702.0,10.1002/cmdc.201100490,,22164987.0,"Behnen J, Köster H, Neudert G, Craan T, Heine A, Klebe G. Experimental and computational active site mapping as a starting point to fragment-based lead discovery. ChemMedChem. 2012 Feb 06;7(2):248–61. doi: 10.1002/cmdc.201100490. PMID: 22213702.",392622
183,61.6,310.0,3PRS_1|Chain, Plasmepsin 2 [Plasmodium falciparum],24.839,pdb|1LEE|A,9.52e-11,Chain A,3PRS,1LEE,1,A,1.38,3PRS,Endothiapepsin in complex with ritonavir,X-RAY DIFFRACTION,GOL|1PE|PGE|DMS|RIT,,62551|753|392622|679|8172,P11838|1GVU_A|1EED_P,,22213702.0,10.1002/cmdc.201100490,,22164987.0,"Behnen J, Köster H, Neudert G, Craan T, Heine A, Klebe G. Experimental and computational active site mapping as a starting point to fragment-based lead discovery. ChemMedChem. 2012 Feb 06;7(2):248–61. doi: 10.1002/cmdc.201100490. PMID: 22213702.",392622
184,61.6,310.0,3PRS_1|Chain, Plasmepsin-2 [Plasmodium falciparum],24.839,pdb|3F9Q|A,9.6e-11,Chain A,3PRS,3F9Q,1,A,1.38,3PRS,Endothiapepsin in complex with ritonavir,X-RAY DIFFRACTION,GOL|1PE|PGE|DMS|RIT,,62551|753|392622|679|8172,P11838|1GVU_A|1EED_P,,22213702.0,10.1002/cmdc.201100490,,22164987.0,"Behnen J, Köster H, Neudert G, Craan T, Heine A, Klebe G. Experimental and computational active site mapping as a starting point to fragment-based lead discovery. ChemMedChem. 2012 Feb 06;7(2):248–61. doi: 10.1002/cmdc.201100490. PMID: 22213702.",392622
185,61.6,310.0,3PRS_1|Chain, plasmepsin 2 [Plasmodium falciparum],24.839,pdb|1LF3|A,1.01e-10,Chain A,3PRS,1LF3,1,A,1.38,3PRS,Endothiapepsin in complex with ritonavir,X-RAY DIFFRACTION,GOL|1PE|PGE|DMS|RIT,,62551|753|392622|679|8172,P11838|1GVU_A|1EED_P,,22213702.0,10.1002/cmdc.201100490,,22164987.0,"Behnen J, Köster H, Neudert G, Craan T, Heine A, Klebe G. Experimental and computational active site mapping as a starting point to fragment-based lead discovery. ChemMedChem. 2012 Feb 06;7(2):248–61. doi: 10.1002/cmdc.201100490. PMID: 22213702.",392622
186,61.6,310.0,3PRS_1|Chain, Plasmepsin II [Plasmodium falciparum],24.839,pdb|1ME6|A,1.2e-10,Chain A,3PRS,1ME6,1,A,1.38,3PRS,Endothiapepsin in complex with ritonavir,X-RAY DIFFRACTION,GOL|1PE|PGE|DMS|RIT,,62551|753|392622|679|8172,P11838|1GVU_A|1EED_P,,22213702.0,10.1002/cmdc.201100490,,22164987.0,"Behnen J, Köster H, Neudert G, Craan T, Heine A, Klebe G. Experimental and computational active site mapping as a starting point to fragment-based lead discovery. ChemMedChem. 2012 Feb 06;7(2):248–61. doi: 10.1002/cmdc.201100490. PMID: 22213702.",392622
187,75.1,215.0,3Q4U_1|Chains, Calcium-dependent protein kinase 4 [Plasmodium falciparum],29.302,pdb|4RGJ|A,3.82e-15,Chain A,3Q4U,4RGJ,1,A,1.82,3Q4U,Crystal structure of the ACVR1 kinase domain in complex with LDN-193189,X-RAY DIFFRACTION,LDN|EDO|FLC,,25195294|174|31348,Q04771,90,23646137.0,10.1371/journal.pone.0062721,PMC3639963,19501817.0,"Sanvitale CE, Kerr G, Chaikuad A, Ramel M, Mohedas AH, Reichert S, Wang Y, Triffitt JT, Cuny GD, Yu PB, Hill CS, Bullock AN. A New Class of Small Molecule Inhibitor of BMP Signaling. PLoS ONE. 2013 Apr 30;8(4):e62721. doi: 10.1371/journal.pone.0062721.",25195294
188,56.2,211.0,3Q4U_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],26.066,pdb|1V0B|A,3.7e-09,Chain A,3Q4U,1V0B,1,A,1.82,3Q4U,Crystal structure of the ACVR1 kinase domain in complex with LDN-193189,X-RAY DIFFRACTION,LDN|EDO|FLC,,25195294|174|31348,Q04771,90,23646137.0,10.1371/journal.pone.0062721,PMC3639963,19501817.0,"Sanvitale CE, Kerr G, Chaikuad A, Ramel M, Mohedas AH, Reichert S, Wang Y, Triffitt JT, Cuny GD, Yu PB, Hill CS, Bullock AN. A New Class of Small Molecule Inhibitor of BMP Signaling. PLoS ONE. 2013 Apr 30;8(4):e62721. doi: 10.1371/journal.pone.0062721.",25195294
189,56.2,211.0,3Q4U_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],26.066,pdb|1V0O|A,3.73e-09,Chain A,3Q4U,1V0O,1,A,1.82,3Q4U,Crystal structure of the ACVR1 kinase domain in complex with LDN-193189,X-RAY DIFFRACTION,LDN|EDO|FLC,,25195294|174|31348,Q04771,90,23646137.0,10.1371/journal.pone.0062721,PMC3639963,19501817.0,"Sanvitale CE, Kerr G, Chaikuad A, Ramel M, Mohedas AH, Reichert S, Wang Y, Triffitt JT, Cuny GD, Yu PB, Hill CS, Bullock AN. A New Class of Small Molecule Inhibitor of BMP Signaling. PLoS ONE. 2013 Apr 30;8(4):e62721. doi: 10.1371/journal.pone.0062721.",25195294
